Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
147,Miguel Castro,28,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
148,Rodolfo Castro#,24,TOT,NL,92,256,227,21,48,7,0,6,24,1,4,23,74,0.211,0.297,0.322,0.618,70,73,4,5,0,1,1,46H5/D
149,Rodolfo Castro#,24,PIT,NL,78,224,197,19,45,7,0,6,22,1,4,21,62,0.228,0.317,0.355,0.672,84,70,4,5,0,1,1,46H/5D
150,Rodolfo Castro#,24,PHI,NL,14,32,30,2,3,0,0,0,2,0,0,2,12,0.1,0.156,0.1,0.256,-28,3,0,0,0,0,0,/54HD
151,Willi Castro#,26,MIN,AL,124,409,358,60,92,18,5,9,34,33,5,34,99,0.257,0.339,0.411,0.75,106,147,5,12,2,3,1,785H4/69D1
152,Jake Cave*,30,PHI,NL,65,203,184,18,39,8,1,5,21,3,0,15,55,0.212,0.272,0.348,0.62,68,64,3,1,1,2,0,739/H8D
153,Andrew Chafin,33,TOT,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
154,Andrew Chafin,33,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
155,Yu Chang,27,BOS,AL,39,112,105,12,17,2,0,6,18,4,0,3,34,0.162,0.2,0.352,0.552,45,37,2,2,2,0,0,6/4H35D
156,Aroldis Chapman*,35,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
157,Aroldis Chapman*,35,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
158,Matt Chapman,30,TOR,AL,140,581,509,66,122,39,2,17,54,4,2,62,165,0.24,0.33,0.424,0.755,107,216,4,8,0,2,1,*5/DH
159,Michael Chavis,27,WSN,NL,48,96,91,16,22,3,0,2,5,1,0,5,33,0.242,0.281,0.341,0.622,73,31,3,0,0,0,0,4H/35D79
160,Jazz Chisholm Jr.*,25,MIA,NL,97,383,352,50,88,12,2,19,51,22,3,26,118,0.25,0.304,0.457,0.761,100,161,4,2,1,2,0,8/HD
161,Jiman Choi*,32,TOT,NL,39,117,104,12,17,5,0,6,13,0,0,10,35,0.163,0.239,0.385,0.624,68,40,2,1,0,2,0,D3/H
162,Jiman Choi*,32,PIT,NL,23,76,73,9,15,4,0,6,11,0,0,2,27,0.205,0.224,0.507,0.731,92,37,1,0,0,1,0,D/3H
163,Jiman Choi*,32,SDP,NL,16,41,31,3,2,1,0,0,2,0,0,8,8,0.065,0.268,0.097,0.365,8,3,1,1,0,1,0,3/DH
164,Taylor Clarke,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
165,Kody Clemens*,27,PHI,NL,47,148,139,15,32,7,0,4,13,0,0,8,40,0.23,0.277,0.367,0.644,74,51,1,1,0,0,0,3/H1D96
166,Ernie Clement,27,TOR,AL,29,52,50,7,19,1,1,1,10,1,0,1,4,0.38,0.385,0.5,0.885,143,25,0,0,0,1,0,6H/45D1
167,Oscar Colás*,24,CHW,AL,75,263,245,32,53,9,0,5,19,4,3,12,71,0.216,0.257,0.314,0.571,57,77,5,2,2,2,1,9/8HD
168,Dylan Coleman,26,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
169,Zack Collins*,28,CLE,AL,2,6,4,0,2,0,0,0,0,0,0,2,2,0.5,0.667,0.5,1.167,233,2,0,0,0,0,0,/2
170,Michael Conforto*,30,SFG,NL,125,470,406,58,97,14,0,15,58,4,0,53,106,0.239,0.334,0.384,0.718,100,156,12,7,0,4,4,*97DH
171,William Contreras,25,MIL,NL,141,611,540,86,156,38,1,17,78,6,1,63,126,0.289,0.367,0.457,0.825,122,247,23,5,1,2,2,2D/H
172,Willson Contreras,31,STL,NL,125,495,428,55,113,27,0,20,67,6,3,51,111,0.264,0.358,0.467,0.826,122,200,12,13,1,2,0,2D/H
173,Garrett Cooper,32,TOT,NL,123,457,422,42,106,18,1,17,61,0,0,31,132,0.251,0.304,0.419,0.724,93,177,15,2,0,2,0,3DH
174,Garrett Cooper,32,MIA,NL,82,324,305,28,78,11,1,13,46,0,0,17,97,0.256,0.296,0.426,0.723,91,130,9,1,0,1,0,3D/H
175,Garrett Cooper,32,SDP,NL,41,133,117,14,28,7,0,4,15,0,0,14,35,0.239,0.323,0.402,0.725,99,47,6,1,0,1,0,3D/H
176,Franchy Cordero*,28,NYY,AL,24,71,69,9,13,2,0,6,13,0,0,2,25,0.188,0.211,0.478,0.69,81,33,0,0,0,0,0,9/7H
177,Carlos Correa,28,MIN,AL,135,580,514,60,118,29,2,18,65,0,0,59,131,0.23,0.312,0.399,0.711,94,205,30,4,0,3,3,*6
178,Danny Coulombe*,33,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
179,Colton Cowser*,23,BAL,AL,26,77,61,15,7,2,0,0,4,1,0,13,22,0.115,0.286,0.148,0.433,28,9,1,2,0,1,0,98/7H
180,Austin Cox*,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
181,Brandon Crawford*,36,SFG,NL,93,320,283,31,55,11,1,7,38,3,0,28,81,0.194,0.273,0.314,0.587,63,89,5,4,1,4,1,6/H1
182,J.P. Crawford*,28,SEA,AL,145,638,534,94,142,35,0,19,65,2,0,94,125,0.266,0.38,0.438,0.818,132,234,7,5,3,2,1,*6/H
183,Kutter Crawford,27,BOS,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H
184,C.J. Cron,33,TOT,MLB,71,278,258,38,64,12,0,12,37,0,0,17,65,0.248,0.295,0.434,0.729,89,112,13,1,0,2,0,3/DH
185,C.J. Cron,33,COL,NL,56,224,208,31,54,12,0,11,32,0,0,13,50,0.26,0.304,0.476,0.78,100,99,10,1,0,2,0,3/DH
186,C.J. Cron,33,LAA,AL,15,54,50,7,10,0,0,1,5,0,0,4,15,0.2,0.259,0.26,0.519,43,13,3,0,0,0,0,3/DH
187,Jake Cronenworth*,29,SDP,NL,127,522,458,54,105,24,7,10,48,6,1,46,97,0.229,0.312,0.378,0.689,89,173,8,11,1,5,2,34/H
188,Tyler Cropley,27,KCR,AL,2,7,6,0,1,0,0,0,1,0,0,0,2,0.167,0.143,0.167,0.31,-16,1,0,0,0,1,0,/2
189,Pete Crow-Armstrong*,21,CHC,NL,13,19,14,3,0,0,0,0,1,2,2,3,7,0,0.176,0,0.176,-45,0,0,0,2,0,0,8/H
190,Nelson Cruz,42,SDP,NL,49,152,143,9,35,5,1,5,23,1,0,6,46,0.245,0.283,0.399,0.681,86,57,2,2,0,1,1,DH/3
191,Oneil Cruz*,24,PIT,NL,9,40,32,7,8,1,0,1,4,3,0,7,8,0.25,0.375,0.375,0.75,107,12,0,0,0,1,0,/6
192,Charlie Culberson,34,ATL,NL,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,445,1,0,0,0,0,0,/DH
193,Travis d'Arnaud,34,ATL,NL,74,292,267,31,60,13,0,11,39,0,0,21,67,0.225,0.288,0.397,0.685,83,106,6,3,0,1,0,2/DH
194,David Dahl*,29,SDP,NL,4,9,9,1,1,0,0,1,1,0,0,0,2,0.111,0.111,0.444,0.556,43,4,0,0,0,0,0,/9H
195,Bobby Dalbec,28,BOS,AL,21,53,49,6,10,2,0,1,1,1,0,4,28,0.204,0.264,0.306,0.57,54,15,0,0,0,0,0,3/H5D46
196,Henry Davis,23,PIT,NL,62,255,225,27,48,10,0,7,24,3,5,25,69,0.213,0.302,0.351,0.653,78,79,3,4,0,1,2,9D/2H
197,J.D. Davis,30,SFG,NL,144,546,480,61,119,23,1,18,69,1,0,52,152,0.248,0.325,0.413,0.738,104,198,16,6,0,6,0,*5H3D
198,Jonathan Davis,31,MIA,NL,34,104,90,22,22,4,1,2,10,1,2,7,29,0.244,0.307,0.378,0.685,83,34,1,2,2,2,0,8/H97
199,Yonathan Daza,29,COL,NL,24,80,74,8,20,6,0,0,7,1,0,3,13,0.27,0.304,0.351,0.655,71,26,5,1,1,1,0,8/H9
200,Bryan De La Cruz,26,MIA,NL,153,626,579,60,149,32,0,19,78,4,1,40,142,0.257,0.304,0.411,0.715,90,238,18,1,0,5,0,*79/8HD
201,Elly De La Cruz#,21,CIN,NL,98,427,388,67,91,15,7,13,44,35,8,35,144,0.235,0.3,0.41,0.71,88,159,6,2,1,1,3,65/HD
202,Paul DeJong,29,TOT,MLB,112,400,372,41,77,13,0,14,38,4,4,21,121,0.207,0.258,0.355,0.612,65,132,10,5,0,2,0,*6/H4D
203,Paul DeJong,29,TOT,NL,99,356,328,40,74,13,0,14,37,4,4,21,103,0.226,0.281,0.393,0.674,81,129,9,5,0,2,0,6/H4D
204,Paul DeJong,29,STL,NL,81,306,279,38,65,11,0,13,32,4,4,21,87,0.233,0.297,0.412,0.71,90,115,8,5,0,1,0,6/H
205,Paul DeJong,29,TOR,AL,13,44,44,1,3,0,0,0,1,0,0,0,18,0.068,0.068,0.068,0.136,-62,3,1,0,0,0,0,6
206,Paul DeJong,29,SFG,NL,18,50,49,2,9,2,0,1,5,0,0,0,16,0.184,0.18,0.286,0.466,27,14,1,0,0,1,0,6/H4D
207,Jason Delay,28,PIT,NL,70,187,167,20,42,11,1,1,18,0,0,14,44,0.251,0.319,0.347,0.666,83,58,5,3,2,1,0,2/H
208,Jonny DeLuca,24,LAD,NL,24,45,42,5,11,1,0,2,6,1,0,3,8,0.262,0.311,0.429,0.74,98,18,0,0,0,0,0,H/789D
209,Rafael Devers*,26,BOS,AL,153,656,580,90,157,34,0,33,100,5,1,62,126,0.271,0.351,0.5,0.851,126,290,15,11,0,3,10,*5/DH6
210,Aledmys Díaz,32,OAK,AL,109,344,315,25,72,20,1,4,24,1,0,17,66,0.229,0.28,0.337,0.616,74,106,14,7,1,4,2,56H743/D
211,Alexis Díaz,26,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
212,Elias Díaz,32,COL,NL,141,526,486,48,130,25,1,14,72,1,0,34,118,0.267,0.316,0.409,0.725,88,199,12,2,0,4,0,*2H/D
213,Isan Díaz*,27,TOT,MLB,8,26,24,0,1,0,0,0,1,0,0,2,9,0.042,0.115,0.042,0.157,-53,1,0,0,0,0,0,/45H
214,Isan Díaz*,27,SFG,NL,6,21,19,0,1,0,0,0,1,0,0,2,7,0.053,0.143,0.053,0.195,-42,1,0,0,0,0,0,/45
215,Isan Díaz*,27,DET,AL,2,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/4H
216,Jordan Diaz,22,OAK,AL,90,293,272,20,60,9,0,10,27,0,1,17,69,0.221,0.273,0.364,0.637,78,99,10,3,0,1,0,54D/H3
217,Yainer Diaz,24,HOU,AL,104,377,355,51,100,22,0,23,60,0,0,11,74,0.282,0.308,0.538,0.846,128,191,12,5,0,6,0,2DH/3
218,Yandy Díaz,31,TBR,AL,137,600,525,95,173,35,0,22,78,0,1,65,94,0.33,0.41,0.522,0.932,159,274,16,8,0,2,0,*3D/5H
219,Corey Dickerson*,34,WSN,NL,50,152,144,12,36,7,1,2,17,0,1,7,28,0.25,0.283,0.354,0.637,77,51,3,0,0,1,0,7/HD9
220,Brandon Dixon,31,SDP,NL,33,86,79,10,16,4,0,2,9,1,0,1,31,0.203,0.244,0.329,0.573,57,26,1,4,0,2,0,3/H9D71
221,Jasson Domínguez#,20,NYY,AL,8,33,31,6,8,1,0,4,7,1,0,2,8,0.258,0.303,0.677,0.98,158,21,1,0,0,0,0,/8
222,Josh Donaldson,37,TOT,MLB,50,189,165,18,25,5,0,13,26,0,0,22,50,0.152,0.249,0.418,0.667,78,69,6,0,0,2,0,5/DH1
223,Josh Donaldson,37,NYY,AL,33,120,106,13,15,1,0,10,15,0,0,12,32,0.142,0.225,0.434,0.659,75,46,2,0,0,2,0,5/DH1
224,Josh Donaldson,37,MIL,NL,17,69,59,5,10,4,0,3,11,0,0,10,18,0.169,0.29,0.39,0.68,82,23,4,0,0,0,0,5/D
225,Brendan Donovan*,26,STL,NL,95,371,327,48,93,10,1,11,34,5,1,33,53,0.284,0.365,0.422,0.787,113,138,4,9,1,1,2,47D3H/956
226,Camilo Doval,25,SFG,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
227,Jeter Downs,24,WSN,NL,6,9,5,4,2,0,0,0,1,2,0,4,1,0.4,0.667,0.4,1.067,210,2,0,0,0,0,0,/64H
228,Brenton Doyle,25,COL,NL,126,431,399,48,81,16,5,10,48,22,5,22,151,0.203,0.25,0.343,0.593,53,137,9,4,3,3,0,*8/H
229,Hunter Dozier,31,KCR,AL,29,91,82,8,15,2,1,2,9,2,0,8,29,0.183,0.253,0.305,0.558,51,25,0,0,0,1,0,5/397HD
230,Brandon Drury,30,LAA,AL,125,523,485,61,127,30,3,26,83,0,2,25,136,0.262,0.306,0.497,0.803,114,241,14,8,0,5,0,43/DH
231,Daniel Duarte,26,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
232,Mauricio Dubón,28,HOU,AL,132,492,467,76,130,26,3,10,46,7,2,19,70,0.278,0.309,0.411,0.72,97,192,10,3,0,3,0,48H/76395
233,Matt Duffy,32,KCR,AL,78,209,191,17,48,8,0,2,16,1,0,12,39,0.251,0.306,0.325,0.631,73,62,4,4,0,2,0,54H3/D16
234,Ezequiel Duran,24,TEX,AL,122,439,406,55,112,22,2,14,46,8,4,23,120,0.276,0.324,0.443,0.768,110,180,7,7,1,2,1,675D/4H39
235,Jarren Duran*,26,BOS,AL,102,362,332,46,98,34,2,8,40,24,2,24,90,0.295,0.346,0.482,0.828,121,160,3,3,0,2,1,87H/D9
236,Adam Duvall,34,BOS,AL,92,353,320,45,79,24,2,21,58,4,0,22,110,0.247,0.303,0.531,0.834,119,170,0,6,0,5,1,89/H7D
237,Nate Eaton,26,KCR,AL,28,56,53,2,4,0,0,0,1,3,0,2,21,0.075,0.125,0.075,0.2,-43,4,0,1,0,0,0,7/H89D51
238,Cam Eden,25,TOR,AL,5,6,6,1,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-7,1,0,0,0,0,0,/HD7
239,Tommy Edman#,28,STL,NL,137,528,479,69,119,25,4,13,47,27,4,35,84,0.248,0.307,0.399,0.705,90,191,9,7,3,4,1,468/9H
240,Xavier Edwards#,23,MIA,NL,30,84,78,12,23,3,0,0,3,5,0,3,14,0.295,0.329,0.333,0.663,79,26,1,1,2,0,0,4/H8D
241,Drew Ellis,27,PHI,NL,12,29,23,4,5,0,0,2,4,0,1,6,7,0.217,0.379,0.478,0.858,132,11,0,0,0,0,0,/35H
242,Christian Encarnacion-Strand,23,CIN,NL,63,241,222,29,60,7,0,13,37,2,0,14,69,0.27,0.328,0.477,0.805,112,106,5,5,0,0,0,3D/5H9
243,Adam Engel,31,SDP,NL,5,6,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,-100,0,0,0,0,0,0,/8H7
244,Eduardo Escobar#,34,TOT,MLB,99,309,288,32,65,6,5,6,31,2,1,18,78,0.226,0.269,0.344,0.613,67,99,7,0,1,2,0,54H/D316
245,Eduardo Escobar#,34,NYM,NL,40,120,110,15,26,3,2,4,16,2,0,8,24,0.236,0.286,0.409,0.695,90,45,4,0,1,1,0,5/4HD6
246,Eduardo Escobar#,34,LAA,AL,59,189,178,17,39,3,3,2,15,0,1,10,54,0.219,0.259,0.303,0.563,53,54,3,0,0,1,0,5H4/31D
247,Santiago Espinal,28,TOR,AL,93,254,230,30,57,14,0,2,25,2,1,18,36,0.248,0.31,0.335,0.644,79,77,5,3,2,1,1,45H6/D
248,Thairo Estrada,27,SFG,NL,120,530,495,63,134,26,2,14,49,23,7,22,120,0.271,0.315,0.416,0.731,102,206,10,11,0,2,1,46/7D
249,Stuart Fairchild,27,CIN,NL,97,255,219,34,50,16,2,5,28,10,3,25,69,0.228,0.321,0.388,0.71,89,85,2,6,3,2,0,798H/D
250,Buck Farmer*,32,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
251,Kyle Farmer,32,MIN,AL,120,369,336,49,86,14,2,11,46,2,4,23,86,0.256,0.317,0.408,0.725,98,137,7,8,0,2,0,456H/37D
252,Caleb Ferguson,26,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
253,Freddy Fermin,28,KCR,AL,70,235,217,26,61,10,1,9,32,0,0,13,50,0.281,0.321,0.461,0.781,109,100,11,1,1,3,0,2/HD
254,José Fermín,24,STL,NL,21,61,51,2,12,1,0,0,4,0,1,6,8,0.235,0.339,0.255,0.594,65,13,1,2,2,0,0,4/5HD
255,Tyler Fitzgerald,25,SFG,NL,10,34,32,3,7,2,0,2,5,2,0,2,10,0.219,0.265,0.469,0.733,99,15,0,0,0,0,0,/85
256,David Fletcher,29,LAA,AL,33,97,89,7,22,1,0,2,12,0,0,7,9,0.247,0.302,0.326,0.628,72,29,2,0,1,0,1,64/5H
257,Dominic Fletcher*,25,ARI,NL,28,102,93,10,28,5,1,2,14,0,2,7,22,0.301,0.35,0.441,0.791,116,41,0,0,2,0,1,89/7H
258,Wilmer Flores,31,SFG,NL,126,454,405,51,115,22,0,23,60,0,0,41,63,0.284,0.355,0.509,0.863,137,206,13,5,0,3,1,3DH5/4
259,Estevan Florial*,25,NYY,AL,19,71,61,5,14,3,1,0,8,3,0,7,20,0.23,0.324,0.311,0.635,76,19,0,2,0,1,0,8/H
260,Mike Ford*,30,SEA,AL,83,251,219,32,50,6,0,16,34,0,0,24,81,0.228,0.323,0.475,0.798,123,104,4,7,0,1,0,DH3/1
261,Nick Fortes,26,MIA,NL,108,323,294,33,60,10,0,6,26,4,2,17,59,0.204,0.263,0.299,0.562,51,88,12,7,3,2,0,2H/D
262,Jake Fraley*,28,CIN,NL,111,380,336,41,86,18,0,15,65,21,5,37,71,0.256,0.339,0.443,0.783,108,149,5,6,0,1,2,97HD
263,Ty France,28,SEA,AL,158,665,587,79,147,32,0,12,58,1,0,43,117,0.25,0.337,0.366,0.703,100,215,25,34,0,1,0,*3/H
264,Wander Franco#,22,TBR,AL,112,491,442,65,124,23,6,17,58,30,10,42,69,0.281,0.344,0.475,0.819,127,210,18,3,0,4,3,*6/HD
265,Adam Frazier*,31,BAL,AL,141,455,412,59,99,21,2,13,60,11,4,32,68,0.24,0.3,0.396,0.696,94,163,4,4,4,2,0,*4H/97D
266,Clint Frazier,28,CHW,AL,33,76,66,10,13,1,1,0,3,4,2,10,23,0.197,0.303,0.242,0.545,54,16,0,0,0,0,0,9H/78
267,Freddie Freeman*,33,LAD,NL,161,730,637,131,211,59,2,29,102,23,1,72,121,0.331,0.41,0.567,0.976,162,361,14,16,0,5,12,*3
268,Tyler Freeman,24,CLE,AL,64,168,153,20,37,7,0,4,18,5,0,10,30,0.242,0.295,0.366,0.661,83,56,3,2,2,1,0,5H46D/37
269,Sal Frelick*,23,MIL,NL,57,223,191,29,47,9,1,3,24,7,0,28,37,0.246,0.341,0.351,0.692,89,67,2,1,0,3,0,98/HD7
270,Luis Frías,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
271,TJ Friedl*,27,CIN,NL,138,556,488,73,136,22,8,18,66,27,6,47,90,0.279,0.352,0.467,0.819,117,228,0,10,8,3,1,*87H/9D
272,David Fry,27,CLE,AL,57,113,101,12,24,6,0,4,15,2,0,8,30,0.238,0.319,0.416,0.734,102,42,3,4,0,0,0,23H/9D715
273,Shintaro Fujinami,29,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
274,Shintaro Fujinami,29,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
275,Michael Fulmer,30,CHC,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
276,Cam Gallagher,30,CLE,AL,56,149,143,6,18,6,0,0,7,0,0,4,46,0.126,0.154,0.168,0.322,-10,24,3,1,0,1,0,2
277,Joey Gallo*,29,MIN,AL,111,332,282,39,50,9,1,21,40,1,1,48,142,0.177,0.301,0.44,0.741,101,124,3,2,0,0,1,37H89/D
278,Ben Gamel*,31,SDP,NL,6,15,15,2,3,1,0,0,2,0,0,0,2,0.2,0.2,0.267,0.467,28,4,0,0,0,0,0,/7HD9
279,Adolis García,30,TEX,AL,148,632,555,108,136,29,0,39,107,9,1,65,175,0.245,0.328,0.508,0.836,127,282,12,6,0,6,0,*9/8DH
280,Avisaíl García,32,MIA,NL,37,118,108,8,20,3,1,3,12,2,0,6,39,0.185,0.241,0.315,0.556,48,34,1,2,0,0,1,97/HD8
281,Luis García Jr.*,23,WSN,NL,122,482,447,61,119,18,4,9,50,9,4,27,60,0.266,0.304,0.385,0.688,91,172,10,0,1,7,1,*4H
282,Maikel Garcia,23,KCR,AL,123,515,464,59,126,20,4,4,50,23,7,38,115,0.272,0.323,0.358,0.681,86,166,9,2,1,10,0,56/D4H
283,Kyle Garlick,31,MIN,AL,14,30,28,2,5,1,0,2,4,0,0,2,11,0.179,0.233,0.429,0.662,77,12,0,0,0,0,0,/9H7D
284,Stone Garrett,27,WSN,NL,89,271,234,40,63,17,0,9,40,3,1,26,82,0.269,0.343,0.457,0.801,122,107,6,3,0,5,0,7H9/D
285,Mitch Garver,32,TEX,AL,87,344,296,45,80,11,0,19,50,0,0,44,82,0.27,0.37,0.5,0.87,138,148,6,3,0,0,1,D2/H3
286,Zack Gelof,23,OAK,AL,69,300,270,40,72,20,1,14,32,14,2,26,82,0.267,0.337,0.504,0.84,134,136,5,3,0,1,1,4
287,Ian Gibaut,29,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
288,Kyle Gibson,35,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
289,Logan Gillaspie,26,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
290,Andrés Giménez*,24,CLE,AL,153,616,557,76,140,27,5,15,62,30,6,32,112,0.251,0.314,0.399,0.712,97,222,10,20,4,3,3,*4/H
291,Kevin Ginkel*,29,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
292,Paul Goldschmidt,35,STL,NL,154,687,593,89,159,31,0,25,80,11,2,87,161,0.268,0.363,0.447,0.81,119,265,12,3,0,3,6,*3D
293,Yan Gomes,35,CHC,NL,116,419,382,44,102,20,2,10,63,1,0,21,81,0.267,0.315,0.408,0.723,95,156,9,9,0,7,1,2DH
294,Nick Gonzales,24,PIT,NL,35,128,115,12,24,8,1,2,13,0,1,6,36,0.209,0.268,0.348,0.616,67,40,0,4,1,2,0,4/6H
295,Oscar González,25,CLE,AL,54,180,173,15,37,7,2,2,12,0,0,5,46,0.214,0.239,0.312,0.551,52,54,2,1,0,1,0,9D/H7
